organisation_number,primary_sdg,primary_sdg_title,secondary_sdgs,focus_summary,sdg_confidence,overseas_engagement,engagement_confidence,tag_model
5222253,4,Quality Education,1; 2,"Funds educational resources, teacher training, and meals for children in Nigeria.",high,funds_partners_abroad,high,claude-haiku-4-5
5222261,1,No Poverty,3,Relieves poverty and promotes good health in UK and Ethiopia.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5222273,4,Quality Education,2; 1,Supports education and meals for orphaned children at a school in Zambia.,high,operates_directly_abroad,high,claude-haiku-4-5
5222293,8,Decent Work and Economic Growth,4,Builds employability skills and education access for rural communities in South Africa.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5222316,3,Good Health and Well-being,,Funds medical research and support for people with Neurofibromatosis.,high,uk_fundraising_only,high,claude-haiku-4-5
5222398,4,Quality Education,3; 1,Sponsors education and supports vulnerable people in Rwanda through Christian programs.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5222481,1,No Poverty,17,Makes grants to organizations preventing poverty worldwide.,high,funds_partners_abroad,high,claude-haiku-4-5
5222516,1,No Poverty,3,"Provides emergency aid, food, and cataract treatment to Azad Kashmir, Pakistan.",medium,operates_directly_abroad,high,claude-haiku-4-5
5222519,1,No Poverty,16,Local church providing food bank support and missionary partnerships.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5222569,1,No Poverty,3; 4,Advances Islam and relieves poverty through grants for necessities.,medium,uk_fundraising_only,high,claude-haiku-4-5
5222573,1,No Poverty,3; 4,"Relieves poverty through grants for food, medical care, and education.",high,uk_fundraising_only,high,claude-haiku-4-5
5222598,5,Gender Equality,4; 10,Supports organizations promoting gender equality and education for women in Africa.,high,funds_partners_abroad,high,claude-haiku-4-5
5222609,11,Sustainable Cities and Communities,1,Provides humanitarian aid and protects vulnerable children during global crises.,medium,operates_directly_abroad,high,claude-haiku-4-5
5222655,4,Quality Education,17,Conducts research and education on Commonwealth social and governance policy.,high,funds_partners_abroad,medium,claude-haiku-4-5
5222675,16,"Peace, Justice and Strong Institutions",11,"Funds preservation and maintenance of a Christian church in Lake Como, Italy.",low,operates_directly_abroad,high,claude-haiku-4-5
5222686,1,No Poverty,6; 2,"Relieves poverty in Bangladesh through home construction, water, and food aid.",high,operates_directly_abroad,high,claude-haiku-4-5
5222699,4,Quality Education,17,Supports learning and education advancement at Tufts University worldwide.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5222719,5,Gender Equality,1; 8,Empowers women in poverty through menstrual product access and business training.,high,funds_partners_abroad,medium,claude-haiku-4-5
5222779,1,No Poverty,16,Makes grants to advance Jewish religion and relieve poverty in Israel.,medium,funds_partners_abroad,high,claude-haiku-4-5
5222786,5,Gender Equality,1,Provides reusable period underwear to girls and women in poverty globally.,high,operates_directly_abroad,high,claude-haiku-4-5
5222787,1,No Poverty,,General charitable trust with discretionary purposes.,low,uk_fundraising_only,low,claude-haiku-4-5
5222847,3,Good Health and Well-being,1,Makes grants to organizations promoting health and relieving need.,high,funds_partners_abroad,low,claude-haiku-4-5
5222849,4,Quality Education,1; 16,Supports Christian education and poverty relief for children in Nigeria and Cameroon.,medium,operates_directly_abroad,high,claude-haiku-4-5
5222861,3,Good Health and Well-being,4,"Provides eye care, testing, glasses, and education in rural Nepal.",high,operates_directly_abroad,high,claude-haiku-4-5
5222928,1,No Poverty,3; 4,Provides humanitarian relief and education support to people affected by Yemen's crisis.,medium,operates_directly_abroad,high,claude-haiku-4-5
5222929,3,Good Health and Well-being,4; 1,"Advances health awareness, education, and skills in Bangladesh.",medium,operates_directly_abroad,medium,claude-haiku-4-5
5223049,5,Gender Equality,4; 1,Promotes gender equality and education for women in South Africa and UK.,high,operates_directly_abroad,medium,claude-haiku-4-5
5223093,1,No Poverty,4; 3,Relieves poverty and advances education through Hindu community services.,medium,uk_fundraising_only,high,claude-haiku-4-5
5223127,1,No Poverty,4; 16,Relieves poverty worldwide and advances Islamic faith and education.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5223140,10,Reduced Inequalities,1,Supports veterans and military families in Hong Kong facing hardship.,medium,operates_directly_abroad,high,claude-haiku-4-5
5223141,3,Good Health and Well-being,9,Provides lifesaving antivenoms and builds health systems for animal bite victims globally.,high,operates_directly_abroad,high,claude-haiku-4-5
5223166,3,Good Health and Well-being,4; 2,Runs health behavior change campaigns for child survival and nutrition in low-income countries.,high,operates_directly_abroad,high,claude-haiku-4-5
5223208,1,No Poverty,10,Provides transport assistance and supports vulnerable people locally and internationally.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5223224,1,No Poverty,3; 4,Relieves poverty and sickness while advancing education in Kenya.,high,operates_directly_abroad,high,claude-haiku-4-5
5223266,1,No Poverty,3; 4,"Makes grants to charities across poverty, health, education, and other charitable purposes.",low,funds_partners_abroad,low,claude-haiku-4-5
5223337,4,Quality Education,,Advances primary education in Guyana through educational facilities.,high,operates_directly_abroad,high,claude-haiku-4-5
5223379,1,No Poverty,11,Provides humanitarian aid and poverty relief globally for disaster and conflict victims.,high,funds_partners_abroad,high,claude-haiku-4-5
5223405,1,No Poverty,3; 4,"Provides food bank, education, and healthcare grants for people in financial hardship.",high,funds_partners_abroad,medium,claude-haiku-4-5
5223418,1,No Poverty,6; 3,"Relieves poverty in Bangladesh through food, medical aid, and livelihood support.",high,operates_directly_abroad,high,claude-haiku-4-5
5223427,4,Quality Education,3; 1,"Advances education, healthcare, and poverty relief for disadvantaged people worldwide.",low,funds_partners_abroad,medium,claude-haiku-4-5
5223433,1,No Poverty,10,Provides emergency humanitarian aid globally and food relief for UK veterans and offenders.,medium,operates_directly_abroad,high,claude-haiku-4-5
5223491,3,Good Health and Well-being,4; 16,Supports healthcare and Christian education through a health center in Gambia.,high,funds_partners_abroad,high,claude-haiku-4-5
5223498,1,No Poverty,6; 3,"Relieves poverty in rural Zimbabwe through water, sanitation, and livelihood support.",high,operates_directly_abroad,high,claude-haiku-4-5
5223546,4,Quality Education,5; 16,"Advances education and supports vulnerable children exposed to war, poverty, and violence.",medium,funds_partners_abroad,low,claude-haiku-4-5
5223592,1,No Poverty,4; 3,"Relieves poverty in UK and Uganda through education, training, and healthcare.",high,operates_directly_abroad,high,claude-haiku-4-5
5223605,16,"Peace, Justice and Strong Institutions",,Makes grants to Christian charities in East Africa.,low,funds_partners_abroad,high,claude-haiku-4-5
5223613,3,Good Health and Well-being,4,Advances mental health by teaching adults about friendship and social connection.,high,uk_fundraising_only,high,claude-haiku-4-5
5223664,1,No Poverty,3,Provides financial relief and medical aid to disaster victims worldwide.,medium,funds_partners_abroad,high,claude-haiku-4-5
5223704,15,Life on Land,,Rescues and rehomes abandoned dogs from UK and abroad.,high,operates_directly_abroad,high,claude-haiku-4-5
5223723,1,No Poverty,3; 6,"Relieves poverty through food aid, health education, and water access.",high,operates_directly_abroad,medium,claude-haiku-4-5
5223770,4,Quality Education,,Funds building and operation of primary schools in Nigeria.,high,operates_directly_abroad,high,claude-haiku-4-5
5223863,4,Quality Education,5,Funds Orthodox Jewish girls' seminary education in Israel.,high,funds_partners_abroad,high,claude-haiku-4-5
5223894,1,No Poverty,4; 16,Advances Christian faith while providing relief for poverty and unemployment.,medium,uk_fundraising_only,high,claude-haiku-4-5
5223895,4,Quality Education,1; 10,Advances education and supports children and disabled people through Sol y Luna institutions.,high,operates_directly_abroad,medium,claude-haiku-4-5
5223896,4,Quality Education,1; 3,"Advances education and relieves poverty and sickness worldwide, especially in Nepal.",medium,funds_partners_abroad,medium,claude-haiku-4-5
5223925,4,Quality Education,1,Funds organizations advancing education and relieving poverty in Uganda.,high,funds_partners_abroad,high,claude-haiku-4-5
5223932,3,Good Health and Well-being,9; 11,Promotes road safety and public health in Central and Eastern Europe.,high,operates_directly_abroad,high,claude-haiku-4-5
5223952,16,"Peace, Justice and Strong Institutions",,Distributes Bible texts to advance Christian religion worldwide.,low,operates_directly_abroad,medium,claude-haiku-4-5
5223969,1,No Poverty,3; 4,"Provides education, health, housing and agriculture support to vulnerable Kenyans.",high,operates_directly_abroad,high,claude-haiku-4-5
5223996,4,Quality Education,1,"Builds schools and provides education, food and shelter for Somali orphans.",high,operates_directly_abroad,high,claude-haiku-4-5
5224008,4,Quality Education,1; 3,"Provides education, meals and medical care to vulnerable children in Tanzania.",high,operates_directly_abroad,high,claude-haiku-4-5
5224064,11,Sustainable Cities and Communities,,"Maintains and restores historic churches and cathedrals in England, Wales and Paris.",medium,funds_partners_abroad,medium,claude-haiku-4-5
5224071,15,Life on Land,,Funds research into canine degenerative myelopathy and supports affected dogs.,low,funds_partners_abroad,medium,claude-haiku-4-5
5224112,10,Reduced Inequalities,5; 16,Promotes equality and diversity through education and research.,medium,uk_fundraising_only,low,claude-haiku-4-5
5224113,4,Quality Education,3,Advances education and health through activities with proven beneficial effects.,low,uk_fundraising_only,low,claude-haiku-4-5
5224193,3,Good Health and Well-being,9,Provides health technology and training to strengthen healthcare in Sub-Saharan Africa.,high,funds_partners_abroad,high,claude-haiku-4-5
5224219,1,No Poverty,,Provides grants to relieve poverty in India.,medium,funds_partners_abroad,high,claude-haiku-4-5
5224294,1,No Poverty,,Hosts charitable events in Nigeria and Zimbabwe to support families in need.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5224296,4,Quality Education,9,Advances education in IT and data for effective public service delivery.,high,uk_fundraising_only,high,claude-haiku-4-5
5224320,6,Clean Water and Sanitation,3; 1,Provides clean water and sanitation infrastructure and training in Nigeria.,high,operates_directly_abroad,high,claude-haiku-4-5
5224355,16,"Peace, Justice and Strong Institutions",,Funds Catholic missionary training and placement support worldwide.,low,funds_partners_abroad,high,claude-haiku-4-5
5224368,1,No Poverty,4; 3,"Provides grants for education, medical care and food to children in Cameroon.",high,funds_partners_abroad,high,claude-haiku-4-5
5224372,4,Quality Education,5,Advances education in contemporary art by women artists through exhibitions.,high,uk_fundraising_only,low,claude-haiku-4-5
5224409,1,No Poverty,4; 3,"Builds schools and health facilities, sponsors education in Nakuru, Kenya.",high,operates_directly_abroad,high,claude-haiku-4-5
5224452,4,Quality Education,1,Provides education and relief for displaced children in England and India.,high,operates_directly_abroad,high,claude-haiku-4-5
5224464,1,No Poverty,4,"Provides extracurricular activities, food and supplies to children in Sri Lanka.",medium,operates_directly_abroad,high,claude-haiku-4-5
5224470,1,No Poverty,5; 8,"Empowers women in Kenya through education, training and income generation.",high,funds_partners_abroad,medium,claude-haiku-4-5
5224477,1,No Poverty,4; 3,"Provides global education, health and income support to relieve poverty.",medium,funds_partners_abroad,medium,claude-haiku-4-5
5224507,4,Quality Education,3,Funds partner charities providing education and health support to Nepali children.,high,funds_partners_abroad,high,claude-haiku-4-5
5224537,4,Quality Education,,Provides recreation and leisure facilities for underprivileged youth in India.,low,funds_partners_abroad,low,claude-haiku-4-5
5224575,3,Good Health and Well-being,1; 5,"Provides medical care, disability support, food aid and women empowerment in Yemen.",high,operates_directly_abroad,high,claude-haiku-4-5
5224601,1,No Poverty,,Provides grants and items to relieve poverty in Bangladesh.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5224609,1,No Poverty,2,Operates UK food bank and sends grants to partners in Pakistan and Bangladesh.,high,funds_partners_abroad,high,claude-haiku-4-5
5224655,10,Reduced Inequalities,16,Supports conflict-affected refugees and IDPs through international programmes.,high,funds_partners_abroad,high,claude-haiku-4-5
5224662,16,"Peace, Justice and Strong Institutions",,Provides grants to assist affordable Jewish wedding ceremonies in North London.,low,uk_fundraising_only,high,claude-haiku-4-5
5224734,1,No Poverty,4; 8,"Provides worldwide grants for poverty relief, education and income support.",medium,funds_partners_abroad,medium,claude-haiku-4-5
5224748,4,Quality Education,3,Provides physical education and skill development for disadvantaged youth.,high,uk_fundraising_only,high,claude-haiku-4-5
5224761,3,Good Health and Well-being,1,Promotes healthy community sports and provides relief for vulnerable people.,high,uk_fundraising_only,high,claude-haiku-4-5
5224763,15,Life on Land,,Provides rescue homes and rehabilitation for animals in Europe and UK.,high,operates_directly_abroad,high,claude-haiku-4-5
5224764,4,Quality Education,3; 10,Provides sports programs and equipment for children with disabilities in UK and Nigeria.,high,operates_directly_abroad,medium,claude-haiku-4-5
5224818,4,Quality Education,3,"Provides scholarships, sports and life skills training to Ugandan youth.",high,operates_directly_abroad,high,claude-haiku-4-5
5224894,3,Good Health and Well-being,1,Provides medical equipment and funds treatment for patients in Nigeria.,high,operates_directly_abroad,high,claude-haiku-4-5
5224935,11,Sustainable Cities and Communities,4; 12,Promotes and preserves sustainable earth architecture in vulnerable communities.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5224960,4,Quality Education,1,Funds scholarships and education programs for disadvantaged children in Pakistan.,high,funds_partners_abroad,high,claude-haiku-4-5
5225051,1,No Poverty,13; 8,"Promotes sustainable development, poverty relief and environmental protection in Africa.",medium,operates_directly_abroad,medium,claude-haiku-4-5
5225079,1,No Poverty,6,Builds water wells and homes for poor people in Bangladesh.,high,operates_directly_abroad,high,claude-haiku-4-5
5225113,3,Good Health and Well-being,4,Advances treatment standards and trains professionals in facial palsy globally.,high,funds_partners_abroad,low,claude-haiku-4-5
5225132,4,Quality Education,,Advances art education and promotes Lilly Fenichel's artistic legacy internationally.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5225197,1,No Poverty,4; 2,"Supports children's education and provides food in San Juan, Philippines.",high,operates_directly_abroad,high,claude-haiku-4-5
5225226,16,"Peace, Justice and Strong Institutions",4,Fosters dialogue and understanding between Orthodox and Evangelical churches.,low,operates_directly_abroad,medium,claude-haiku-4-5
5225292,11,Sustainable Cities and Communities,,Maintains and preserves St Andrew's Church in Tangier as heritage site.,medium,operates_directly_abroad,high,claude-haiku-4-5
5225313,4,Quality Education,10,Advances education on Malayaga Tamil culture and promotes equality in Sri Lanka.,high,operates_directly_abroad,high,claude-haiku-4-5
5225336,4,Quality Education,,Provides education scholarships in Italy and funds UK university development.,high,operates_directly_abroad,high,claude-haiku-4-5
5225404,4,Quality Education,2; 1,"Provides education and food support to children in Zambezi, Zambia.",high,operates_directly_abroad,high,claude-haiku-4-5
5225463,16,"Peace, Justice and Strong Institutions",,"Advances Christian faith through prayer meetings, lectures and literature distribution.",low,operates_directly_abroad,low,claude-haiku-4-5
5225514,3,Good Health and Well-being,4; 1,"Provides medical training, research and healthcare resources in East Africa.",high,operates_directly_abroad,high,claude-haiku-4-5
5225525,4,Quality Education,,Provides musical instruments and education to African schools and youth bands.,high,operates_directly_abroad,high,claude-haiku-4-5
5225539,1,No Poverty,6; 5,"Provides clean water, food, training and women agricultural programs in Gambia.",high,operates_directly_abroad,high,claude-haiku-4-5
5225547,3,Good Health and Well-being,10,Promotes mental health support and awareness for people of African heritage.,high,operates_directly_abroad,high,claude-haiku-4-5
5225560,16,"Peace, Justice and Strong Institutions",17,"Supports Christian ministries worldwide through funding, training and services.",low,funds_partners_abroad,high,claude-haiku-4-5
5225659,1,No Poverty,4; 16,"Funds poverty relief, education and Islamic institutions in Bangladesh.",medium,funds_partners_abroad,high,claude-haiku-4-5
5225663,1,No Poverty,4; 3,Supports orphaned children in Malawi and Uganda with education and healthcare.,high,operates_directly_abroad,high,claude-haiku-4-5
5225714,1,No Poverty,3,Provides worldwide poverty relief and health promotion through Christian values.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5225720,1,No Poverty,3,"Funds poverty relief and health initiatives in India, Pakistan and Burma.",medium,funds_partners_abroad,high,claude-haiku-4-5
5225748,3,Good Health and Well-being,,Provides surgical treatment and equipment for hernias across Africa and Asia.,high,operates_directly_abroad,high,claude-haiku-4-5
5225772,4,Quality Education,10; 9,Provides STEM education and digital skills to refugees and displaced youth.,high,operates_directly_abroad,high,claude-haiku-4-5
5225774,3,Good Health and Well-being,,Raises cancer awareness and provides treatment grants and medical supplies.,high,uk_fundraising_only,high,claude-haiku-4-5
5225780,1,No Poverty,3; 4,HIV/AIDS support and poverty relief in Cameroon.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5225803,17,Partnerships for the Goals,4,Builds capacity among churches and missions for charitable projects.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5225822,4,Quality Education,10,Digital literacy training for Syrian refugee children.,high,operates_directly_abroad,high,claude-haiku-4-5
5225840,16,"Peace, Justice and Strong Institutions",,Advances Christian faith internationally.,low,uk_fundraising_only,low,claude-haiku-4-5
5225845,15,Life on Land,,Rescues and rehomes dogs in need.,high,uk_fundraising_only,high,claude-haiku-4-5
5225865,1,No Poverty,4; 10,Humanitarian aid to Rohingya refugees in Bangladesh.,high,operates_directly_abroad,high,claude-haiku-4-5
5225913,4,Quality Education,1; 3,Education and health support in Middle East and North Africa.,high,funds_partners_abroad,high,claude-haiku-4-5
5225935,1,No Poverty,11,Disaster and poverty relief in UK and globally.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5225953,3,Good Health and Well-being,,Emergency medical resources and training to rural hospitals in Nepal.,high,operates_directly_abroad,high,claude-haiku-4-5
5225960,1,No Poverty,3; 4,"Welfare through education, healthcare and poverty relief in India.",medium,funds_partners_abroad,high,claude-haiku-4-5
5226017,4,Quality Education,1,Education resources for schools and orphanages in Ukraine.,high,funds_partners_abroad,high,claude-haiku-4-5
5226019,3,Good Health and Well-being,,Supports healthcare provision at Jhelum Hospital in Pakistan.,high,funds_partners_abroad,high,claude-haiku-4-5
5226051,1,No Poverty,,Makes grants for poverty relief in UK and Latin America.,low,funds_partners_abroad,medium,claude-haiku-4-5
5226052,1,No Poverty,3; 4,Poverty relief through education and healthcare in Kenya.,high,funds_partners_abroad,high,claude-haiku-4-5
5226053,1,No Poverty,4,Education grants to disadvantaged children in African countries.,high,funds_partners_abroad,high,claude-haiku-4-5
5226055,4,Quality Education,1,Funds education for disadvantaged youth with ability globally.,high,funds_partners_abroad,high,claude-haiku-4-5
5226086,1,No Poverty,3,Poverty relief and blindness prevention in India and UK.,high,funds_partners_abroad,high,claude-haiku-4-5
5226093,1,No Poverty,4,"Financial relief for widows, orphans and disadvantaged families.",medium,uk_fundraising_only,medium,claude-haiku-4-5
5226122,4,Quality Education,1,Free school with meals and healthcare for children in India.,high,operates_directly_abroad,high,claude-haiku-4-5
5226183,3,Good Health and Well-being,5,Cancer prevention and health education for women in PNG.,high,operates_directly_abroad,high,claude-haiku-4-5
5226196,1,No Poverty,4; 5,Fundraises for literacy and vocational training in Pakistan.,high,funds_partners_abroad,high,claude-haiku-4-5
5226210,10,Reduced Inequalities,1,Support and advocacy for disabled children and families in Uganda.,high,funds_partners_abroad,high,claude-haiku-4-5
5226224,3,Good Health and Well-being,11,Medical aid and healthcare training for war victims in Ukraine.,high,operates_directly_abroad,high,claude-haiku-4-5
5226230,3,Good Health and Well-being,1,Reduces sickle cell disease mortality and awareness in Africa.,high,operates_directly_abroad,high,claude-haiku-4-5
5226245,16,"Peace, Justice and Strong Institutions",,Advances Catholic faith within UK armed forces.,low,uk_fundraising_only,high,claude-haiku-4-5
5226269,4,Quality Education,1; 2,Advances education and health in sustainable communities in Zambia.,high,funds_partners_abroad,high,claude-haiku-4-5
5226285,4,Quality Education,1,Education resources and school fees for children in Nigeria.,high,funds_partners_abroad,high,claude-haiku-4-5
5226318,1,No Poverty,4,Social enterprise raising funds for poverty relief in Asia and Latin America.,high,funds_partners_abroad,high,claude-haiku-4-5
5226328,4,Quality Education,,Tertiary education scholarships and grants in Nigeria.,high,funds_partners_abroad,high,claude-haiku-4-5
5226350,15,Life on Land,11,Protects African elephants and habitat while supporting communities.,high,funds_partners_abroad,high,claude-haiku-4-5
5226358,1,No Poverty,6,Essential items and water access for poverty relief in Somalia.,high,funds_partners_abroad,medium,claude-haiku-4-5
5226376,1,No Poverty,11,Poverty relief and rural development support in Sri Lanka.,high,funds_partners_abroad,high,claude-haiku-4-5
5226393,6,Clean Water and Sanitation,1,Clean water infrastructure and WASH education in Somalia.,high,funds_partners_abroad,high,claude-haiku-4-5
5226461,11,Sustainable Cities and Communities,1,Building kits for disaster and poverty relief in Bangladesh and Pakistan.,high,funds_partners_abroad,high,claude-haiku-4-5
5226489,16,"Peace, Justice and Strong Institutions",,Christian literature distribution and pastoral support internationally.,low,funds_partners_abroad,low,claude-haiku-4-5
5226529,4,Quality Education,1,Builds schools and infrastructure; runs education and health programs globally.,high,operates_directly_abroad,high,claude-haiku-4-5
5226589,4,Quality Education,1,Education bursaries and scholarships for Madagascar students.,high,funds_partners_abroad,high,claude-haiku-4-5
5226654,4,Quality Education,8,Employability skills development for secondary school students in Nigeria.,high,funds_partners_abroad,high,claude-haiku-4-5
5226768,4,Quality Education,3,Education support in Philippines and cancer support in UK.,high,funds_partners_abroad,high,claude-haiku-4-5
5226778,1,No Poverty,11,Disaster relief in Pakistan and hardship support in UK.,high,funds_partners_abroad,high,claude-haiku-4-5
5226779,4,Quality Education,16,Catholic faith advancement through education in schools and colleges.,high,uk_fundraising_only,high,claude-haiku-4-5
5226847,3,Good Health and Well-being,10,Develops music therapy internationally for health and social inclusion.,high,funds_partners_abroad,high,claude-haiku-4-5
5226864,1,No Poverty,3; 4,Relief for vulnerable groups through financial aid and education.,medium,uk_fundraising_only,medium,claude-haiku-4-5
5226893,4,Quality Education,1; 3,Advances children's welfare through education and poverty relief.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5226919,16,"Peace, Justice and Strong Institutions",,Advances Christian faith through broadcasting and religious education.,low,uk_fundraising_only,medium,claude-haiku-4-5
5226920,16,"Peace, Justice and Strong Institutions",4,"Supports Jewish faith, education and poverty relief in community.",low,uk_fundraising_only,medium,claude-haiku-4-5
5227035,16,"Peace, Justice and Strong Institutions",10,Christian faith advancement with youth mentoring and vulnerable support.,medium,uk_fundraising_only,high,claude-haiku-4-5
5227122,1,No Poverty,4,Humanitarian aid and poverty relief in UK and internationally.,high,funds_partners_abroad,high,claude-haiku-4-5
5227159,4,Quality Education,1; 3,Education and poverty relief for disadvantaged children in Burundi.,high,funds_partners_abroad,high,claude-haiku-4-5
5227232,3,Good Health and Well-being,4,Stroke treatment and prevention in Nigeria with medical research link.,high,operates_directly_abroad,high,claude-haiku-4-5
5227250,1,No Poverty,16,Humanitarian relief for disaster and conflict victims worldwide.,high,funds_partners_abroad,high,claude-haiku-4-5
5227262,3,Good Health and Well-being,16,Mental health support and humanitarian aid for war-displaced Ukrainians.,high,funds_partners_abroad,high,claude-haiku-4-5
5227266,3,Good Health and Well-being,1,Health screenings and financial hardship relief in Ghana.,high,operates_directly_abroad,high,claude-haiku-4-5
5227277,1,No Poverty,3; 4,Grants and scholarships for disadvantaged children in Cameroon.,medium,funds_partners_abroad,medium,claude-haiku-4-5
5227290,1,No Poverty,,Hardship grants for Centrica employees worldwide.,high,operates_directly_abroad,high,claude-haiku-4-5
5227352,1,No Poverty,4,"Global poverty relief including food, education and healthcare.",high,operates_directly_abroad,medium,claude-haiku-4-5
5227367,4,Quality Education,5,Education programs and mentoring for young women in Kenya.,high,operates_directly_abroad,high,claude-haiku-4-5
5227409,4,Quality Education,,Learning resource centre establishment in Sierra Leone.,high,funds_partners_abroad,high,claude-haiku-4-5
5227422,16,"Peace, Justice and Strong Institutions",,Mosque establishment for religious practice in Bangladesh.,low,operates_directly_abroad,medium,claude-haiku-4-5
5227488,4,Quality Education,8,Youth development and elderly welfare support in London.,high,uk_fundraising_only,high,claude-haiku-4-5
5227517,1,No Poverty,3; 4,"Provides grants for poverty relief, Jewish education and health.",medium,uk_fundraising_only,medium,claude-haiku-4-5
5227528,16,"Peace, Justice and Strong Institutions",4,Promotes Christian faith through worldwide evangelism and outreach.,medium,operates_directly_abroad,high,claude-haiku-4-5
5227529,4,Quality Education,1,Provides education and social welfare support in the UK.,high,uk_fundraising_only,high,claude-haiku-4-5
5227564,1,No Poverty,3; 4,Supports vulnerable children in Wales and Pakistan with essentials.,high,operates_directly_abroad,high,claude-haiku-4-5
5227588,1,No Poverty,3; 4,Supports Orthodox Jewish community worldwide with education and health.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5227675,1,No Poverty,4; 6,Relieves poverty in England and Somalia through education and water.,high,operates_directly_abroad,high,claude-haiku-4-5
5227681,4,Quality Education,16,Distributes Christian teachings and educational content online in Tamil.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5227712,16,"Peace, Justice and Strong Institutions",10,Provides Christian services and community support for youth and BAME.,high,uk_fundraising_only,high,claude-haiku-4-5
5227786,1,No Poverty,3; 4,"Provides education, healthcare and support to those in need in Ghana.",high,funds_partners_abroad,high,claude-haiku-4-5
5227806,4,Quality Education,17,Promotes academic study and research on African religions internationally.,high,operates_directly_abroad,high,claude-haiku-4-5
5227869,1,No Poverty,2; 6,"Provides grants worldwide for food security, health, water and education.",high,funds_partners_abroad,high,claude-haiku-4-5
5227876,4,Quality Education,1; 10,Advances education in South Sudan and supports South Sudanese refugees.,high,operates_directly_abroad,high,claude-haiku-4-5
5227903,4,Quality Education,1,Advances education for young people living in poverty in Bangladesh.,high,funds_partners_abroad,high,claude-haiku-4-5
5227946,1,No Poverty,,"Relieves poverty in Bandral, Kashmir through grants and support.",medium,funds_partners_abroad,medium,claude-haiku-4-5
5227962,16,"Peace, Justice and Strong Institutions",1; 4,Promotes Shia Islamic faith through humanitarian aid and outreach.,low,uk_fundraising_only,low,claude-haiku-4-5
5227965,16,"Peace, Justice and Strong Institutions",1; 10,Advances Islamic faith and supports Uyghur community in London.,high,uk_fundraising_only,high,claude-haiku-4-5
5228034,3,Good Health and Well-being,17,Funds research and promotes awareness of Axial Spondyloarthritis worldwide.,high,operates_directly_abroad,high,claude-haiku-4-5
5228082,4,Quality Education,10,Provides education and Islamic faith support for Kurdish asylum seekers.,high,uk_fundraising_only,high,claude-haiku-4-5
5228093,3,Good Health and Well-being,1,Provides medical care in Eastern Nigeria and advice for immigrants.,high,operates_directly_abroad,high,claude-haiku-4-5
5228123,17,Partnerships for the Goals,10,Promotes voluntary sector efficiency and international understanding.,medium,operates_directly_abroad,medium,claude-haiku-4-5
5228248,1,No Poverty,3; 4,"Relieves poverty in London, Bangladesh and Pakistan through education.",high,operates_directly_abroad,high,claude-haiku-4-5
5228261,16,"Peace, Justice and Strong Institutions",4,Advances Christian faith through church services and religious education.,high,uk_fundraising_only,high,claude-haiku-4-5
5228346,10,Reduced Inequalities,16,Advances LGBTQ+ human rights through legal advocacy in Europe.,high,operates_directly_abroad,high,claude-haiku-4-5
5228366,4,Quality Education,,Improves school teaching in Nigeria through teacher training.,high,funds_partners_abroad,high,claude-haiku-4-5
5228379,1,No Poverty,3; 4,Increases access to education and healthcare in Afghanistan.,high,operates_directly_abroad,high,claude-haiku-4-5
5228387,4,Quality Education,5,Provides online education to women and girls in Afghanistan.,high,operates_directly_abroad,high,claude-haiku-4-5
5228400,5,Gender Equality,2; 6,Protects girls from FGM in East Africa through education and water.,high,operates_directly_abroad,high,claude-haiku-4-5
5228408,4,Quality Education,,Supports young singers through educational masterclasses and competitions.,high,operates_directly_abroad,high,claude-haiku-4-5
5228415,1,No Poverty,,Provides grants to empower individuals and charitable organizations.,low,uk_fundraising_only,low,claude-haiku-4-5
5228460,1,No Poverty,4; 6,"Relieves poverty in Bangladesh through education, healthcare and water.",high,funds_partners_abroad,high,claude-haiku-4-5
5228483,4,Quality Education,5; 1,Provides scholarships to girls in Tanzania to advance their education.,high,funds_partners_abroad,high,claude-haiku-4-5
5228519,4,Quality Education,1; 11,Develops youth character and skills through martial arts programs.,medium,uk_fundraising_only,medium,claude-haiku-4-5
5228609,12,Responsible Consumption and Production,4; 13,Promotes sustainable practices in photography to reduce waste.,high,uk_fundraising_only,high,claude-haiku-4-5
5228640,16,"Peace, Justice and Strong Institutions",,Advances Christian faith worldwide through evangelism and pastoral care.,high,operates_directly_abroad,high,claude-haiku-4-5
